country_code,country,measure,sex,age,frequency,time_period,value,units
HUN,Hungary,Inactivity rate,Male,From 15 to 74 years,Annual,2010,38.6,Units
CRI,Costa Rica,Inactivity rate,Total,From 15 to 64 years,Annual,2017,34.12125,Units
CRI,Costa Rica,Inactivity rate,Total,From 15 to 64 years,Annual,2016,34.99106,Units
CRI,Costa Rica,Inactivity rate,Total,From 15 to 64 years,Annual,2015,32.70147,Units
CRI,Costa Rica,Inactivity rate,Total,From 15 to 64 years,Annual,2014,31.56614,Units
CRI,Costa Rica,Inactivity rate,Total,From 15 to 64 years,Annual,2013,31.76313,Units
CRI,Costa Rica,Inactivity rate,Total,From 15 to 64 years,Annual,2012,31.09923,Units
CRI,Costa Rica,Inactivity rate,Total,From 15 to 64 years,Annual,2011,35.11835,Units
CRI,Costa Rica,Inactivity rate,Total,From 15 to 64 years,Annual,2023,35.45634,Units
CRI,Costa Rica,Inactivity rate,Total,From 15 to 64 years,Annual,2022,31.34472,Units
CRI,Costa Rica,Inactivity rate,Total,From 15 to 64 years,Annual,2021,31.3839,Units
CRI,Costa Rica,Inactivity rate,Total,From 15 to 64 years,Annual,2020,31.7094,Units
CRI,Costa Rica,Inactivity rate,Total,From 15 to 64 years,Annual,2019,29.92928,Units
HUN,Hungary,Labour force participation rate,Total,15 years or over,Annual,2011,50.675,Units
HUN,Hungary,Labour force participation rate,Total,15 years or over,Annual,2010,50.35,Units
HUN,Hungary,Labour force participation rate,Total,15 years or over,Annual,2023,61.05,Units
HUN,Hungary,Labour force participation rate,Total,15 years or over,Annual,2022,60.35,Units
HUN,Hungary,Labour force participation rate,Total,15 years or over,Annual,2021,59.575,Units
HUN,Hungary,Labour force participation rate,Total,15 years or over,Annual,2020,56.9,Units
HUN,Hungary,Labour force participation rate,Total,15 years or over,Annual,2019,57.075,Units
HUN,Hungary,Labour force participation rate,Total,15 years or over,Annual,2018,56.725,Units
HUN,Hungary,Labour force participation rate,Total,15 years or over,Annual,2017,56.275,Units
HUN,Hungary,Labour force participation rate,Total,15 years or over,Annual,2016,55.725,Units
HUN,Hungary,Labour force participation rate,Total,15 years or over,Annual,2015,54.75,Units
HUN,Hungary,Labour force participation rate,Total,15 years or over,Annual,2014,53.675,Units
HUN,Hungary,Labour force participation rate,Total,15 years or over,Annual,2013,52.15,Units
ISL,Iceland,Labour force participation rate,Male,From 15 to 64 years,Annual,2017,91.3,Units
ISL,Iceland,Labour force participation rate,Male,From 15 to 64 years,Annual,2018,90.175,Units
ISL,Iceland,Labour force participation rate,Male,From 15 to 64 years,Annual,2019,89.8,Units
ISL,Iceland,Labour force participation rate,Male,From 15 to 64 years,Annual,2020,87.775,Units
ISL,Iceland,Labour force participation rate,Male,From 15 to 64 years,Annual,2021,87.75,Units
ISL,Iceland,Labour force participation rate,Male,From 15 to 64 years,Annual,2022,88.975,Units
ISL,Iceland,Labour force participation rate,Male,From 15 to 64 years,Annual,2023,89.625,Units
ISL,Iceland,Labour force participation rate,Male,From 15 to 64 years,Annual,2010,87.55,Units
ISL,Iceland,Labour force participation rate,Male,From 15 to 64 years,Annual,2011,87.25,Units
ISL,Iceland,Labour force participation rate,Male,From 15 to 64 years,Annual,2012,87.075,Units
ISL,Iceland,Labour force participation rate,Male,From 15 to 64 years,Annual,2013,88.225,Units
ISL,Iceland,Labour force participation rate,Male,From 15 to 64 years,Annual,2014,90.0,Units
ISL,Iceland,Labour force participation rate,Male,From 15 to 64 years,Annual,2015,90.85,Units
COL,Colombia,Employment rate,Female,From 15 to 24 years,Annual,2017,34.555,Units
COL,Colombia,Employment rate,Female,From 15 to 24 years,Annual,2018,33.2575,Units
COL,Colombia,Employment rate,Female,From 15 to 24 years,Annual,2019,32.425,Units
COL,Colombia,Employment rate,Female,From 15 to 24 years,Annual,2020,25.59917,Units
COL,Colombia,Employment rate,Female,From 15 to 24 years,Annual,2021,24.49667,Units
COL,Colombia,Employment rate,Female,From 15 to 24 years,Annual,2022,27.39333,Units
COL,Colombia,Employment rate,Female,From 15 to 24 years,Annual,2023,28.85667,Units
COL,Colombia,Employment rate,Female,From 15 to 24 years,Annual,2010,30.49667,Units
COL,Colombia,Employment rate,Female,From 15 to 24 years,Annual,2011,31.8775,Units
COL,Colombia,Employment rate,Female,From 15 to 24 years,Annual,2012,33.61167,Units
COL,Colombia,Employment rate,Female,From 15 to 24 years,Annual,2013,33.97,Units
COL,Colombia,Employment rate,Female,From 15 to 24 years,Annual,2014,34.51417,Units
COL,Colombia,Employment rate,Female,From 15 to 24 years,Annual,2015,34.84833,Units
LVA,Latvia,Labour force participation rate,Female,From 55 to 64 years,Annual,2013,60.35,Units
LVA,Latvia,Labour force participation rate,Female,From 55 to 64 years,Annual,2012,60.725,Units
LVA,Latvia,Labour force participation rate,Female,From 55 to 64 years,Annual,2011,56.975,Units
LVA,Latvia,Labour force participation rate,Female,From 55 to 64 years,Annual,2010,55.475,Units
LVA,Latvia,Labour force participation rate,Female,From 55 to 64 years,Annual,2023,75.575,Units
LVA,Latvia,Labour force participation rate,Female,From 55 to 64 years,Annual,2022,74.0,Units
LVA,Latvia,Labour force participation rate,Female,From 55 to 64 years,Annual,2021,71.425,Units
LVA,Latvia,Labour force participation rate,Female,From 55 to 64 years,Annual,2020,72.775,Units
LVA,Latvia,Labour force participation rate,Female,From 55 to 64 years,Annual,2019,71.425,Units
LVA,Latvia,Labour force participation rate,Female,From 55 to 64 years,Annual,2018,69.325,Units
LVA,Latvia,Labour force participation rate,Female,From 55 to 64 years,Annual,2017,66.8,Units
LVA,Latvia,Labour force participation rate,Female,From 55 to 64 years,Annual,2016,65.925,Units
LVA,Latvia,Labour force participation rate,Female,From 55 to 64 years,Annual,2015,63.45,Units
ITA,Italy,Employment rate,Male,15 years or over,Annual,2011,54.3,Units
ITA,Italy,Employment rate,Male,15 years or over,Annual,2010,54.65,Units
ITA,Italy,Employment rate,Male,15 years or over,Annual,2023,54.775,Units
ITA,Italy,Employment rate,Male,15 years or over,Annual,2022,53.95,Units
ITA,Italy,Employment rate,Male,15 years or over,Annual,2021,52.675,Units
ITA,Italy,Employment rate,Male,15 years or over,Annual,2020,52.925,Units
ITA,Italy,Employment rate,Male,15 years or over,Annual,2019,53.8,Units
ITA,Italy,Employment rate,Male,15 years or over,Annual,2018,53.6,Units
ITA,Italy,Employment rate,Male,15 years or over,Annual,2017,53.25,Units
ITA,Italy,Employment rate,Male,15 years or over,Annual,2016,52.8,Units
ITA,Italy,Employment rate,Male,15 years or over,Annual,2015,52.225,Units
ITA,Italy,Employment rate,Male,15 years or over,Annual,2014,51.75,Units
ITA,Italy,Employment rate,Male,15 years or over,Annual,2013,51.9,Units
CZE,Czechia,Inactivity rate,Male,From 25 to 54 years,Annual,2018,4.125,Units
CZE,Czechia,Inactivity rate,Male,From 25 to 54 years,Annual,2019,4.075,Units
CZE,Czechia,Inactivity rate,Male,From 25 to 54 years,Annual,2020,4.25,Units
CZE,Czechia,Inactivity rate,Male,From 25 to 54 years,Annual,2021,4.2,Units
CZE,Czechia,Inactivity rate,Male,From 25 to 54 years,Annual,2022,3.7,Units
CZE,Czechia,Inactivity rate,Male,From 25 to 54 years,Annual,2023,3.6,Units
CZE,Czechia,Inactivity rate,Male,From 25 to 54 years,Annual,2010,4.5,Units
CZE,Czechia,Inactivity rate,Male,From 25 to 54 years,Annual,2011,4.675,Units
CZE,Czechia,Inactivity rate,Male,From 25 to 54 years,Annual,2012,4.525,Units
CZE,Czechia,Inactivity rate,Male,From 25 to 54 years,Annual,2013,4.175,Units
CZE,Czechia,Inactivity rate,Male,From 25 to 54 years,Annual,2014,4.375,Units
CZE,Czechia,Inactivity rate,Male,From 25 to 54 years,Annual,2015,4.575,Units
CZE,Czechia,Inactivity rate,Male,From 25 to 54 years,Annual,2016,4.625,Units
FRA,France,Unemployment rate,Male,From 15 to 74 years,Annual,2016,10.25,Units
FRA,France,Unemployment rate,Male,From 15 to 74 years,Annual,2017,9.45,Units
FRA,France,Unemployment rate,Male,From 15 to 74 years,Annual,2018,9.0,Units
FRA,France,Unemployment rate,Male,From 15 to 74 years,Annual,2019,8.5,Units
FRA,France,Unemployment rate,Male,From 15 to 74 years,Annual,2020,8.05,Units
FRA,France,Unemployment rate,Male,From 15 to 74 years,Annual,2021,7.95,Units
FRA,France,Unemployment rate,Male,From 15 to 74 years,Annual,2022,7.475,Units
FRA,France,Unemployment rate,Male,From 15 to 74 years,Annual,2023,7.5,Units
FRA,France,Unemployment rate,Male,From 15 to 74 years,Annual,2010,8.7,Units
FRA,France,Unemployment rate,Male,From 15 to 74 years,Annual,2011,8.525,Units
FRA,France,Unemployment rate,Male,From 15 to 74 years,Annual,2012,9.45,Units
FRA,France,Unemployment rate,Male,From 15 to 74 years,Annual,2013,10.05,Units
FRA,France,Unemployment rate,Male,From 15 to 74 years,Annual,2014,10.525,Units
CHE,Switzerland,Employment rate,Female,From 15 to 74 years,Annual,2015,66.35,Units
CHE,Switzerland,Employment rate,Female,From 15 to 74 years,Annual,2016,66.975,Units
CHE,Switzerland,Employment rate,Female,From 15 to 74 years,Annual,2017,66.7,Units
CHE,Switzerland,Employment rate,Female,From 15 to 74 years,Annual,2018,67.25,Units
CHE,Switzerland,Employment rate,Female,From 15 to 74 years,Annual,2019,67.875,Units
CHE,Switzerland,Employment rate,Female,From 15 to 74 years,Annual,2020,67.4,Units
CHE,Switzerland,Employment rate,Female,From 15 to 74 years,Annual,2021,66.85,Units
CHE,Switzerland,Employment rate,Female,From 15 to 74 years,Annual,2022,66.775,Units
CHE,Switzerland,Employment rate,Female,From 15 to 74 years,Annual,2023,68.075,Units
CHE,Switzerland,Employment rate,Female,From 15 to 74 years,Annual,2010,63.65,Units
CHE,Switzerland,Employment rate,Female,From 15 to 74 years,Annual,2011,64.625,Units
CHE,Switzerland,Employment rate,Female,From 15 to 74 years,Annual,2012,64.95,Units
CHE,Switzerland,Employment rate,Female,From 15 to 74 years,Annual,2013,65.175,Units
OECD,OECD,Labour force participation rate,Total,From 15 to 64 years,Annual,2017,72.0921,Units
OECD,OECD,Labour force participation rate,Total,From 15 to 64 years,Annual,2016,71.72359,Units
OECD,OECD,Labour force participation rate,Total,From 15 to 64 years,Annual,2015,71.35047,Units
OECD,OECD,Labour force participation rate,Total,From 15 to 64 years,Annual,2014,71.14732,Units
OECD,OECD,Labour force participation rate,Total,From 15 to 64 years,Annual,2013,70.95977,Units
OECD,OECD,Labour force participation rate,Total,From 15 to 64 years,Annual,2012,70.78865,Units
OECD,OECD,Labour force participation rate,Total,From 15 to 64 years,Annual,2011,70.51427,Units
OECD,OECD,Labour force participation rate,Total,From 15 to 64 years,Annual,2023,73.68676,Units
OECD,OECD,Labour force participation rate,Total,From 15 to 64 years,Annual,2022,73.10967,Units
OECD,OECD,Labour force participation rate,Total,From 15 to 64 years,Annual,2021,72.24809,Units
OECD,OECD,Labour force participation rate,Total,From 15 to 64 years,Annual,2020,71.23417,Units
OECD,OECD,Labour force participation rate,Total,From 15 to 64 years,Annual,2019,72.85409,Units
CRI,Costa Rica,Inactivity rate,Female,From 15 to 24 years,Annual,2018,63.80656,Units
CRI,Costa Rica,Inactivity rate,Female,From 15 to 24 years,Annual,2017,66.26849,Units
CRI,Costa Rica,Inactivity rate,Female,From 15 to 24 years,Annual,2016,67.07484,Units
CRI,Costa Rica,Inactivity rate,Female,From 15 to 24 years,Annual,2015,62.48133,Units
CRI,Costa Rica,Inactivity rate,Female,From 15 to 24 years,Annual,2014,61.90649,Units
CRI,Costa Rica,Inactivity rate,Female,From 15 to 24 years,Annual,2013,60.25584,Units
CRI,Costa Rica,Inactivity rate,Female,From 15 to 24 years,Annual,2012,61.21295,Units
CRI,Costa Rica,Inactivity rate,Female,From 15 to 24 years,Annual,2011,66.39586,Units
CRI,Costa Rica,Inactivity rate,Female,From 15 to 24 years,Annual,2023,67.68025,Units
CRI,Costa Rica,Inactivity rate,Female,From 15 to 24 years,Annual,2022,63.55072,Units
CRI,Costa Rica,Inactivity rate,Female,From 15 to 24 years,Annual,2021,59.50687,Units
CRI,Costa Rica,Inactivity rate,Female,From 15 to 24 years,Annual,2020,62.22401,Units
AUT,Austria,Unemployment rate,Male,15 years or over,Annual,2022,4.918926,Units
AUT,Austria,Unemployment rate,Male,15 years or over,Annual,2023,5.326727,Units
AUT,Austria,Unemployment rate,Male,15 years or over,Annual,2010,4.989923,Units
AUT,Austria,Unemployment rate,Male,15 years or over,Annual,2011,4.55039,Units
AUT,Austria,Unemployment rate,Male,15 years or over,Annual,2012,4.929703,Units
AUT,Austria,Unemployment rate,Male,15 years or over,Annual,2013,5.373562,Units
AUT,Austria,Unemployment rate,Male,15 years or over,Annual,2014,5.830175,Units
AUT,Austria,Unemployment rate,Male,15 years or over,Annual,2015,6.087906,Units
AUT,Austria,Unemployment rate,Male,15 years or over,Annual,2016,6.42944,Units
AUT,Austria,Unemployment rate,Male,15 years or over,Annual,2017,5.914127,Units
AUT,Austria,Unemployment rate,Male,15 years or over,Annual,2018,5.024536,Units
AUT,Austria,Unemployment rate,Male,15 years or over,Annual,2019,4.610806,Units
AUT,Austria,Unemployment rate,Male,15 years or over,Annual,2020,5.480834,Units
KOR,Korea,Employment rate,Total,From 15 to 64 years,Annual,2017,66.62926,Units
KOR,Korea,Employment rate,Total,From 15 to 64 years,Annual,2018,66.61324,Units
KOR,Korea,Employment rate,Total,From 15 to 64 years,Annual,2019,66.82268,Units
KOR,Korea,Employment rate,Total,From 15 to 64 years,Annual,2020,65.86022,Units
KOR,Korea,Employment rate,Total,From 15 to 64 years,Annual,2021,66.52686,Units
KOR,Korea,Employment rate,Total,From 15 to 64 years,Annual,2022,68.51241,Units
KOR,Korea,Employment rate,Total,From 15 to 64 years,Annual,2023,69.22884,Units
KOR,Korea,Employment rate,Total,From 15 to 64 years,Annual,2010,63.38788,Units
KOR,Korea,Employment rate,Total,From 15 to 64 years,Annual,2011,63.91484,Units
KOR,Korea,Employment rate,Total,From 15 to 64 years,Annual,2012,64.34369,Units
KOR,Korea,Employment rate,Total,From 15 to 64 years,Annual,2013,64.62727,Units
KOR,Korea,Employment rate,Total,From 15 to 64 years,Annual,2014,65.56622,Units
KOR,Korea,Employment rate,Total,From 15 to 64 years,Annual,2015,65.90981,Units
SVN,Slovenia,Employment rate,Male,From 25 to 54 years,Annual,2017,87.7,Units
SVN,Slovenia,Employment rate,Male,From 25 to 54 years,Annual,2018,89.225,Units
SVN,Slovenia,Employment rate,Male,From 25 to 54 years,Annual,2019,90.1,Units
SVN,Slovenia,Employment rate,Male,From 25 to 54 years,Annual,2020,89.375,Units
SVN,Slovenia,Employment rate,Male,From 25 to 54 years,Annual,2021,90.6,Units
SVN,Slovenia,Employment rate,Male,From 25 to 54 years,Annual,2022,92.025,Units
SVN,Slovenia,Employment rate,Male,From 25 to 54 years,Annual,2023,91.475,Units
SVN,Slovenia,Employment rate,Male,From 25 to 54 years,Annual,2010,84.2,Units
SVN,Slovenia,Employment rate,Male,From 25 to 54 years,Annual,2011,83.925,Units
SVN,Slovenia,Employment rate,Male,From 25 to 54 years,Annual,2012,84.6,Units
SVN,Slovenia,Employment rate,Male,From 25 to 54 years,Annual,2013,83.575,Units
SVN,Slovenia,Employment rate,Male,From 25 to 54 years,Annual,2014,83.9,Units
SVN,Slovenia,Employment rate,Male,From 25 to 54 years,Annual,2015,85.275,Units
CAN,Canada,Unemployment rate,Total,From 15 to 64 years,Annual,2014,7.141667,Units
CAN,Canada,Unemployment rate,Total,From 15 to 64 years,Annual,2013,7.233333,Units
CAN,Canada,Unemployment rate,Total,From 15 to 64 years,Annual,2012,7.491667,Units
CAN,Canada,Unemployment rate,Total,From 15 to 64 years,Annual,2011,7.733333,Units
CAN,Canada,Unemployment rate,Total,From 15 to 64 years,Annual,2010,8.283334,Units
CAN,Canada,Unemployment rate,Total,From 15 to 64 years,Annual,2023,5.483333,Units
CAN,Canada,Unemployment rate,Total,From 15 to 64 years,Annual,2022,5.3,Units
CAN,Canada,Unemployment rate,Total,From 15 to 64 years,Annual,2021,7.516667,Units
CAN,Canada,Unemployment rate,Total,From 15 to 64 years,Annual,2020,9.775,Units
CAN,Canada,Unemployment rate,Total,From 15 to 64 years,Annual,2019,5.775,Units
CAN,Canada,Unemployment rate,Total,From 15 to 64 years,Annual,2018,5.9,Units
CAN,Canada,Unemployment rate,Total,From 15 to 64 years,Annual,2017,6.491667,Units
CAN,Canada,Unemployment rate,Total,From 15 to 64 years,Annual,2016,7.116667,Units
LVA,Latvia,Labour force participation rate,Female,From 15 to 64 years,Annual,2011,69.95,Units
LVA,Latvia,Labour force participation rate,Female,From 15 to 64 years,Annual,2010,70.625,Units
LVA,Latvia,Labour force participation rate,Female,From 15 to 64 years,Annual,2023,74.4,Units
LVA,Latvia,Labour force participation rate,Female,From 15 to 64 years,Annual,2022,74.5,Units
LVA,Latvia,Labour force participation rate,Female,From 15 to 64 years,Annual,2021,73.025,Units
LVA,Latvia,Labour force participation rate,Female,From 15 to 64 years,Annual,2020,75.65,Units
LVA,Latvia,Labour force participation rate,Female,From 15 to 64 years,Annual,2019,74.95,Units
LVA,Latvia,Labour force participation rate,Female,From 15 to 64 years,Annual,2018,75.075,Units
LVA,Latvia,Labour force participation rate,Female,From 15 to 64 years,Annual,2017,74.225,Units
LVA,Latvia,Labour force participation rate,Female,From 15 to 64 years,Annual,2016,73.8,Units
LVA,Latvia,Labour force participation rate,Female,From 15 to 64 years,Annual,2015,72.775,Units
LVA,Latvia,Labour force participation rate,Female,From 15 to 64 years,Annual,2014,71.475,Units
LVA,Latvia,Labour force participation rate,Female,From 15 to 64 years,Annual,2013,71.4,Units
COL,Colombia,Unemployment rate,Female,From 15 to 64 years,Annual,2017,12.46083,Units
COL,Colombia,Unemployment rate,Female,From 15 to 64 years,Annual,2018,12.71,Units
COL,Colombia,Unemployment rate,Female,From 15 to 64 years,Annual,2019,13.74083,Units
COL,Colombia,Unemployment rate,Female,From 15 to 64 years,Annual,2020,20.60667,Units
COL,Colombia,Unemployment rate,Female,From 15 to 64 years,Annual,2021,17.85917,Units
COL,Colombia,Unemployment rate,Female,From 15 to 64 years,Annual,2022,14.6725,Units
COL,Colombia,Unemployment rate,Female,From 15 to 64 years,Annual,2023,13.175,Units
COL,Colombia,Unemployment rate,Female,From 15 to 64 years,Annual,2010,16.09,Units
COL,Colombia,Unemployment rate,Female,From 15 to 64 years,Annual,2011,14.84,Units
COL,Colombia,Unemployment rate,Female,From 15 to 64 years,Annual,2012,14.16,Units
COL,Colombia,Unemployment rate,Female,From 15 to 64 years,Annual,2013,13.06917,Units
COL,Colombia,Unemployment rate,Female,From 15 to 64 years,Annual,2014,12.27083,Units
COL,Colombia,Unemployment rate,Female,From 15 to 64 years,Annual,2015,12.0925,Units
PRT,Portugal,Labour force participation rate,Female,From 15 to 24 years,Annual,2010,36.975,Units
PRT,Portugal,Labour force participation rate,Female,From 15 to 24 years,Annual,2023,33.475,Units
PRT,Portugal,Labour force participation rate,Female,From 15 to 24 years,Annual,2022,29.45,Units
PRT,Portugal,Labour force participation rate,Female,From 15 to 24 years,Annual,2021,27.75,Units
PRT,Portugal,Labour force participation rate,Female,From 15 to 24 years,Annual,2020,28.025,Units
PRT,Portugal,Labour force participation rate,Female,From 15 to 24 years,Annual,2019,32.375,Units
PRT,Portugal,Labour force participation rate,Female,From 15 to 24 years,Annual,2018,31.65,Units
PRT,Portugal,Labour force participation rate,Female,From 15 to 24 years,Annual,2017,32.25,Units
PRT,Portugal,Labour force participation rate,Female,From 15 to 24 years,Annual,2016,31.2,Units
PRT,Portugal,Labour force participation rate,Female,From 15 to 24 years,Annual,2015,32.75,Units
PRT,Portugal,Labour force participation rate,Female,From 15 to 24 years,Annual,2014,33.8,Units
PRT,Portugal,Labour force participation rate,Female,From 15 to 24 years,Annual,2013,33.5,Units
PRT,Portugal,Labour force participation rate,Female,From 15 to 24 years,Annual,2012,34.7,Units
LVA,Latvia,Inactivity rate,Total,From 55 to 64 years,Annual,2011,40.81059,Units
LVA,Latvia,Inactivity rate,Total,From 55 to 64 years,Annual,2010,43.28419,Units
LVA,Latvia,Inactivity rate,Total,From 55 to 64 years,Annual,2023,24.525,Units
