date,sheet,age,measure,value
1998-02-01,UK,Aged 16 and over,Employment_level,26677.0
1998-03-01,UK,Aged 16 and over,Employment_level,26707.0
1998-04-01,UK,Aged 16 and over,Employment_level,26708.0
1998-05-01,UK,Aged 16 and over,Employment_level,26714.0
1998-06-01,UK,Aged 16 and over,Employment_level,26770.0
1998-07-01,UK,Aged 16 and over,Employment_level,26824.0
1998-08-01,UK,Aged 16 and over,Employment_level,26834.0
1998-09-01,UK,Aged 16 and over,Employment_level,26878.0
1998-10-01,UK,Aged 16 and over,Employment_level,26939.0
1998-11-01,UK,Aged 16 and over,Employment_level,26955.0
1998-12-01,UK,Aged 16 and over,Employment_level,27000.0
1999-01-01,UK,Aged 16 and over,Employment_level,27018.0
1999-02-01,UK,Aged 16 and over,Employment_level,27036.0
1999-03-01,UK,Aged 16 and over,Employment_level,27042.0
1999-04-01,UK,Aged 16 and over,Employment_level,27058.0
1999-05-01,UK,Aged 16 and over,Employment_level,27095.0
1999-06-01,UK,Aged 16 and over,Employment_level,27115.0
1999-07-01,UK,Aged 16 and over,Employment_level,27170.0
1999-08-01,UK,Aged 16 and over,Employment_level,27218.0
1999-09-01,UK,Aged 16 and over,Employment_level,27212.0
1999-10-01,UK,Aged 16 and over,Employment_level,27270.0
1999-11-01,UK,Aged 16 and over,Employment_level,27322.0
1999-12-01,UK,Aged 16 and over,Employment_level,27307.0
2000-01-01,UK,Aged 16 and over,Employment_level,27309.0
2000-02-01,UK,Aged 16 and over,Employment_level,27362.0
2000-03-01,UK,Aged 16 and over,Employment_level,27406.0
2000-04-01,UK,Aged 16 and over,Employment_level,27442.0
2000-05-01,UK,Aged 16 and over,Employment_level,27468.0
2000-06-01,UK,Aged 16 and over,Employment_level,27528.0
2000-07-01,UK,Aged 16 and over,Employment_level,27565.0
2000-08-01,UK,Aged 16 and over,Employment_level,27555.0
2000-09-01,UK,Aged 16 and over,Employment_level,27528.0
2000-10-01,UK,Aged 16 and over,Employment_level,27516.0
2000-11-01,UK,Aged 16 and over,Employment_level,27549.0
2000-12-01,UK,Aged 16 and over,Employment_level,27637.0
2001-01-01,UK,Aged 16 and over,Employment_level,27618.0
2001-02-01,UK,Aged 16 and over,Employment_level,27623.0
2001-03-01,UK,Aged 16 and over,Employment_level,27663.0
2001-04-01,UK,Aged 16 and over,Employment_level,27699.0
2001-05-01,UK,Aged 16 and over,Employment_level,27707.0
2001-06-01,UK,Aged 16 and over,Employment_level,27699.0
2001-07-01,UK,Aged 16 and over,Employment_level,27719.0
2001-08-01,UK,Aged 16 and over,Employment_level,27715.0
2001-09-01,UK,Aged 16 and over,Employment_level,27735.0
2001-10-01,UK,Aged 16 and over,Employment_level,27787.0
2001-11-01,UK,Aged 16 and over,Employment_level,27803.0
2001-12-01,UK,Aged 16 and over,Employment_level,27769.0
2002-01-01,UK,Aged 16 and over,Employment_level,27781.0
2002-02-01,UK,Aged 16 and over,Employment_level,27797.0
2002-03-01,UK,Aged 16 and over,Employment_level,27856.0
2002-04-01,UK,Aged 16 and over,Employment_level,27888.0
2002-05-01,UK,Aged 16 and over,Employment_level,27933.0
2002-06-01,UK,Aged 16 and over,Employment_level,27908.0
2002-07-01,UK,Aged 16 and over,Employment_level,27949.0
2002-08-01,UK,Aged 16 and over,Employment_level,27935.0
2002-09-01,UK,Aged 16 and over,Employment_level,28023.0
2002-10-01,UK,Aged 16 and over,Employment_level,28059.0
2002-11-01,UK,Aged 16 and over,Employment_level,28110.0
2002-12-01,UK,Aged 16 and over,Employment_level,28081.0
2003-01-01,UK,Aged 16 and over,Employment_level,28058.0
2003-02-01,UK,Aged 16 and over,Employment_level,28099.0
2003-03-01,UK,Aged 16 and over,Employment_level,28142.0
2003-04-01,UK,Aged 16 and over,Employment_level,28199.0
2003-05-01,UK,Aged 16 and over,Employment_level,28226.0
2003-06-01,UK,Aged 16 and over,Employment_level,28236.0
2003-07-01,UK,Aged 16 and over,Employment_level,28228.0
2003-08-01,UK,Aged 16 and over,Employment_level,28256.0
2003-09-01,UK,Aged 16 and over,Employment_level,28285.0
2003-10-01,UK,Aged 16 and over,Employment_level,28295.0
2003-11-01,UK,Aged 16 and over,Employment_level,28304.0
2003-12-01,UK,Aged 16 and over,Employment_level,28399.0
2004-01-01,UK,Aged 16 and over,Employment_level,28438.0
2004-02-01,UK,Aged 16 and over,Employment_level,28459.0
2004-03-01,UK,Aged 16 and over,Employment_level,28449.0
2004-04-01,UK,Aged 16 and over,Employment_level,28466.0
2004-05-01,UK,Aged 16 and over,Employment_level,28470.0
2004-06-01,UK,Aged 16 and over,Employment_level,28464.0
2004-07-01,UK,Aged 16 and over,Employment_level,28480.0
2004-08-01,UK,Aged 16 and over,Employment_level,28518.0
2004-09-01,UK,Aged 16 and over,Employment_level,28544.0
2004-10-01,UK,Aged 16 and over,Employment_level,28627.0
2004-11-01,UK,Aged 16 and over,Employment_level,28673.0
2004-12-01,UK,Aged 16 and over,Employment_level,28726.0
2005-01-01,UK,Aged 16 and over,Employment_level,28794.0
2005-02-01,UK,Aged 16 and over,Employment_level,28789.0
2005-03-01,UK,Aged 16 and over,Employment_level,28759.0
2005-04-01,UK,Aged 16 and over,Employment_level,28780.0
2005-05-01,UK,Aged 16 and over,Employment_level,28802.0
2005-06-01,UK,Aged 16 and over,Employment_level,28855.0
2005-07-01,UK,Aged 16 and over,Employment_level,28906.0
2005-08-01,UK,Aged 16 and over,Employment_level,28928.0
2005-09-01,UK,Aged 16 and over,Employment_level,28913.0
2005-10-01,UK,Aged 16 and over,Employment_level,28880.0
2005-11-01,UK,Aged 16 and over,Employment_level,28880.0
2005-12-01,UK,Aged 16 and over,Employment_level,28934.0
2006-01-01,UK,Aged 16 and over,Employment_level,28988.0
2006-02-01,UK,Aged 16 and over,Employment_level,29048.0
2006-03-01,UK,Aged 16 and over,Employment_level,29085.0
2006-04-01,UK,Aged 16 and over,Employment_level,29063.0
2006-05-01,UK,Aged 16 and over,Employment_level,29106.0
2006-06-01,UK,Aged 16 and over,Employment_level,29140.0
2006-07-01,UK,Aged 16 and over,Employment_level,29224.0
2006-08-01,UK,Aged 16 and over,Employment_level,29183.0
2006-09-01,UK,Aged 16 and over,Employment_level,29189.0
2006-10-01,UK,Aged 16 and over,Employment_level,29204.0
2006-11-01,UK,Aged 16 and over,Employment_level,29214.0
2006-12-01,UK,Aged 16 and over,Employment_level,29202.0
2007-01-01,UK,Aged 16 and over,Employment_level,29175.0
2007-02-01,UK,Aged 16 and over,Employment_level,29194.0
2007-03-01,UK,Aged 16 and over,Employment_level,29232.0
2007-04-01,UK,Aged 16 and over,Employment_level,29314.0
2007-05-01,UK,Aged 16 and over,Employment_level,29322.0
2007-06-01,UK,Aged 16 and over,Employment_level,29352.0
2007-07-01,UK,Aged 16 and over,Employment_level,29376.0
2007-08-01,UK,Aged 16 and over,Employment_level,29420.0
2007-09-01,UK,Aged 16 and over,Employment_level,29470.0
2007-10-01,UK,Aged 16 and over,Employment_level,29527.0
2007-11-01,UK,Aged 16 and over,Employment_level,29576.0
2007-12-01,UK,Aged 16 and over,Employment_level,29614.0
2008-01-01,UK,Aged 16 and over,Employment_level,29676.0
2008-02-01,UK,Aged 16 and over,Employment_level,29684.0
2008-03-01,UK,Aged 16 and over,Employment_level,29706.0
2008-04-01,UK,Aged 16 and over,Employment_level,29749.0
2008-05-01,UK,Aged 16 and over,Employment_level,29722.0
2008-06-01,UK,Aged 16 and over,Employment_level,29696.0
2008-07-01,UK,Aged 16 and over,Employment_level,29612.0
2008-08-01,UK,Aged 16 and over,Employment_level,29580.0
2008-09-01,UK,Aged 16 and over,Employment_level,29535.0
2008-10-01,UK,Aged 16 and over,Employment_level,29556.0
2008-11-01,UK,Aged 16 and over,Employment_level,29528.0
2008-12-01,UK,Aged 16 and over,Employment_level,29539.0
2009-01-01,UK,Aged 16 and over,Employment_level,29429.0
2009-02-01,UK,Aged 16 and over,Employment_level,29366.0
2009-03-01,UK,Aged 16 and over,Employment_level,29272.0
2009-04-01,UK,Aged 16 and over,Employment_level,29155.0
2009-05-01,UK,Aged 16 and over,Employment_level,29087.0
2009-06-01,UK,Aged 16 and over,Employment_level,29018.0
2009-07-01,UK,Aged 16 and over,Employment_level,29076.0
2009-08-01,UK,Aged 16 and over,Employment_level,29069.0
2009-09-01,UK,Aged 16 and over,Employment_level,29084.0
2009-10-01,UK,Aged 16 and over,Employment_level,29092.0
2009-11-01,UK,Aged 16 and over,Employment_level,29102.0
2009-12-01,UK,Aged 16 and over,Employment_level,29057.0
2010-01-01,UK,Aged 16 and over,Employment_level,29024.0
2010-02-01,UK,Aged 16 and over,Employment_level,29013.0
2010-03-01,UK,Aged 16 and over,Employment_level,29048.0
2010-04-01,UK,Aged 16 and over,Employment_level,29144.0
2010-05-01,UK,Aged 16 and over,Employment_level,29192.0
2010-06-01,UK,Aged 16 and over,Employment_level,29325.0
2010-07-01,UK,Aged 16 and over,Employment_level,29339.0
2010-08-01,UK,Aged 16 and over,Employment_level,29385.0
2010-09-01,UK,Aged 16 and over,Employment_level,29308.0
2010-10-01,UK,Aged 16 and over,Employment_level,29284.0
2010-11-01,UK,Aged 16 and over,Employment_level,29324.0
2010-12-01,UK,Aged 16 and over,Employment_level,29391.0
2011-01-01,UK,Aged 16 and over,Employment_level,29442.0
2011-02-01,UK,Aged 16 and over,Employment_level,29441.0
2011-03-01,UK,Aged 16 and over,Employment_level,29436.0
2011-04-01,UK,Aged 16 and over,Employment_level,29466.0
2011-05-01,UK,Aged 16 and over,Employment_level,29447.0
2011-06-01,UK,Aged 16 and over,Employment_level,29345.0
2011-07-01,UK,Aged 16 and over,Employment_level,29299.0
2011-08-01,UK,Aged 16 and over,Employment_level,29281.0
2011-09-01,UK,Aged 16 and over,Employment_level,29300.0
2011-10-01,UK,Aged 16 and over,Employment_level,29325.0
2011-11-01,UK,Aged 16 and over,Employment_level,29342.0
2011-12-01,UK,Aged 16 and over,Employment_level,29346.0
2012-01-01,UK,Aged 16 and over,Employment_level,29381.0
2012-02-01,UK,Aged 16 and over,Employment_level,29454.0
2012-03-01,UK,Aged 16 and over,Employment_level,29492.0
2012-04-01,UK,Aged 16 and over,Employment_level,29564.0
2012-05-01,UK,Aged 16 and over,Employment_level,29667.0
2012-06-01,UK,Aged 16 and over,Employment_level,29744.0
2012-07-01,UK,Aged 16 and over,Employment_level,29779.0
2012-08-01,UK,Aged 16 and over,Employment_level,29759.0
2012-09-01,UK,Aged 16 and over,Employment_level,29744.0
2012-10-01,UK,Aged 16 and over,Employment_level,29849.0
2012-11-01,UK,Aged 16 and over,Employment_level,29908.0
2012-12-01,UK,Aged 16 and over,Employment_level,29891.0
2013-01-01,UK,Aged 16 and over,Employment_level,29815.0
2013-02-01,UK,Aged 16 and over,Employment_level,29839.0
2013-03-01,UK,Aged 16 and over,Employment_level,29884.0
2013-04-01,UK,Aged 16 and over,Employment_level,29861.0
2013-05-01,UK,Aged 16 and over,Employment_level,29938.0
2013-06-01,UK,Aged 16 and over,Employment_level,29994.0
2013-07-01,UK,Aged 16 and over,Employment_level,30024.0
2013-08-01,UK,Aged 16 and over,Employment_level,30106.0
2013-09-01,UK,Aged 16 and over,Employment_level,30223.0
2013-10-01,UK,Aged 16 and over,Employment_level,30302.0
2013-11-01,UK,Aged 16 and over,Employment_level,30290.0
2013-12-01,UK,Aged 16 and over,Employment_level,30329.0
2014-01-01,UK,Aged 16 and over,Employment_level,30492.0
2014-02-01,UK,Aged 16 and over,Employment_level,30532.0
2014-03-01,UK,Aged 16 and over,Employment_level,30640.0
2014-04-01,UK,Aged 16 and over,Employment_level,30743.0
2014-05-01,UK,Aged 16 and over,Employment_level,30705.0
2014-06-01,UK,Aged 16 and over,Employment_level,30702.0
2014-07-01,UK,Aged 16 and over,Employment_level,30786.0
2014-08-01,UK,Aged 16 and over,Employment_level,30833.0
2014-09-01,UK,Aged 16 and over,Employment_level,30848.0
2014-10-01,UK,Aged 16 and over,Employment_level,30850.0
2014-11-01,UK,Aged 16 and over,Employment_level,30944.0
2014-12-01,UK,Aged 16 and over,Employment_level,31003.0
2015-01-01,UK,Aged 16 and over,Employment_level,31122.0
2015-02-01,UK,Aged 16 and over,Employment_level,31156.0
2015-03-01,UK,Aged 16 and over,Employment_level,31129.0
2015-04-01,UK,Aged 16 and over,Employment_level,31057.0
2015-05-01,UK,Aged 16 and over,Employment_level,31110.0
2015-06-01,UK,Aged 16 and over,Employment_level,31188.0
2015-07-01,UK,Aged 16 and over,Employment_level,31220.0
2015-08-01,UK,Aged 16 and over,Employment_level,31333.0
2015-09-01,UK,Aged 16 and over,Employment_level,31436.0
2015-10-01,UK,Aged 16 and over,Employment_level,31513.0
2015-11-01,UK,Aged 16 and over,Employment_level,31540.0
2015-12-01,UK,Aged 16 and over,Employment_level,31541.0
2016-01-01,UK,Aged 16 and over,Employment_level,31555.0
2016-02-01,UK,Aged 16 and over,Employment_level,31572.0
2016-03-01,UK,Aged 16 and over,Employment_level,31603.0
2016-04-01,UK,Aged 16 and over,Employment_level,31712.0
2016-05-01,UK,Aged 16 and over,Employment_level,31747.0
2016-06-01,UK,Aged 16 and over,Employment_level,31779.0
2016-07-01,UK,Aged 16 and over,Employment_level,31811.0
2016-08-01,UK,Aged 16 and over,Employment_level,31810.0
2016-09-01,UK,Aged 16 and over,Employment_level,31794.0
2016-10-01,UK,Aged 16 and over,Employment_level,31808.0
2016-11-01,UK,Aged 16 and over,Employment_level,31845.0
2016-12-01,UK,Aged 16 and over,Employment_level,31847.0
2017-01-01,UK,Aged 16 and over,Employment_level,31860.0
2017-02-01,UK,Aged 16 and over,Employment_level,31946.0
2017-03-01,UK,Aged 16 and over,Employment_level,31956.0
2017-04-01,UK,Aged 16 and over,Employment_level,32010.0
2017-05-01,UK,Aged 16 and over,Employment_level,32065.0
2017-06-01,UK,Aged 16 and over,Employment_level,32133.0
2017-07-01,UK,Aged 16 and over,Employment_level,32104.0
2017-08-01,UK,Aged 16 and over,Employment_level,32063.0
2017-09-01,UK,Aged 16 and over,Employment_level,32094.0
2017-10-01,UK,Aged 16 and over,Employment_level,32213.0
2017-11-01,UK,Aged 16 and over,Employment_level,32154.0
2017-12-01,UK,Aged 16 and over,Employment_level,32241.0
2018-01-01,UK,Aged 16 and over,Employment_level,32264.0
2018-02-01,UK,Aged 16 and over,Employment_level,32343.0
2018-03-01,UK,Aged 16 and over,Employment_level,32389.0
2018-04-01,UK,Aged 16 and over,Employment_level,32395.0
2018-05-01,UK,Aged 16 and over,Employment_level,32386.0
2018-06-01,UK,Aged 16 and over,Employment_level,32408.0
2018-07-01,UK,Aged 16 and over,Employment_level,32410.0
2018-08-01,UK,Aged 16 and over,Employment_level,32431.0
2018-09-01,UK,Aged 16 and over,Employment_level,32492.0
2018-10-01,UK,Aged 16 and over,Employment_level,32542.0
2018-11-01,UK,Aged 16 and over,Employment_level,32597.0
2018-12-01,UK,Aged 16 and over,Employment_level,32714.0
2019-01-01,UK,Aged 16 and over,Employment_level,32721.0
2019-02-01,UK,Aged 16 and over,Employment_level,32697.0
2019-03-01,UK,Aged 16 and over,Employment_level,32746.0
2019-04-01,UK,Aged 16 and over,Employment_level,32749.0
2019-05-01,UK,Aged 16 and over,Employment_level,32811.0
2019-06-01,UK,Aged 16 and over,Employment_level,32777.0
2019-07-01,UK,Aged 16 and over,Employment_level,32693.0
2019-08-01,UK,Aged 16 and over,Employment_level,32753.0
2019-09-01,UK,Aged 16 and over,Employment_level,32801.0
2019-10-01,UK,Aged 16 and over,Employment_level,32901.0
2019-11-01,UK,Aged 16 and over,Employment_level,32934.0
2019-12-01,UK,Aged 16 and over,Employment_level,32985.0
2020-01-01,UK,Aged 16 and over,Employment_level,33073.0
2020-02-01,UK,Aged 16 and over,Employment_level,32984.0
2020-03-01,UK,Aged 16 and over,Employment_level,32779.0
2020-04-01,UK,Aged 16 and over,Employment_level,32678.0
2020-05-01,UK,Aged 16 and over,Employment_level,32560.0
2020-06-01,UK,Aged 16 and over,Employment_level,32549.0
2020-07-01,UK,Aged 16 and over,Employment_level,32461.0
2020-08-01,UK,Aged 16 and over,Employment_level,32333.0
2020-09-01,UK,Aged 16 and over,Employment_level,32309.0
2020-10-01,UK,Aged 16 and over,Employment_level,32306.0
2020-11-01,UK,Aged 16 and over,Employment_level,32159.0
2020-12-01,UK,Aged 16 and over,Employment_level,32126.0
2021-01-01,UK,Aged 16 and over,Employment_level,32168.0
2021-02-01,UK,Aged 16 and over,Employment_level,32165.0
2021-03-01,UK,Aged 16 and over,Employment_level,32174.0
2021-04-01,UK,Aged 16 and over,Employment_level,32191.0
2021-05-01,UK,Aged 16 and over,Employment_level,32303.0
2021-06-01,UK,Aged 16 and over,Employment_level,32409.0
2021-07-01,UK,Aged 16 and over,Employment_level,32489.0
2021-08-01,UK,Aged 16 and over,Employment_level,32592.0
2021-09-01,UK,Aged 16 and over,Employment_level,32583.0
2021-10-01,UK,Aged 16 and over,Employment_level,32561.0
2021-11-01,UK,Aged 16 and over,Employment_level,32567.0
2021-12-01,UK,Aged 16 and over,Employment_level,32530.0
2022-01-01,UK,Aged 16 and over,Employment_level,32566.0
2022-02-01,UK,Aged 16 and over,Employment_level,32632.0
2022-03-01,UK,Aged 16 and over,Employment_level,32707.0
2022-04-01,UK,Aged 16 and over,Employment_level,32863.0
2022-05-01,UK,Aged 16 and over,Employment_level,32792.0
2022-06-01,UK,Aged 16 and over,Employment_level,32746.0
2022-07-01,UK,Aged 16 and over,Employment_level,32754.0
2022-08-01,UK,Aged 16 and over,Employment_level,32739.0
2022-09-01,UK,Aged 16 and over,Employment_level,32773.0
2022-10-01,UK,Aged 16 and over,Employment_level,32781.0
2022-11-01,UK,Aged 16 and over,Employment_level,32813.0
2022-12-01,UK,Aged 16 and over,Employment_level,32839.0
2023-01-01,UK,Aged 16 and over,Employment_level,32950.0
2023-02-01,UK,Aged 16 and over,Employment_level,32995.0
2023-03-01,UK,Aged 16 and over,Employment_level,33089.0
2023-04-01,UK,Aged 16 and over,Employment_level,33053.0
2023-05-01,UK,Aged 16 and over,Employment_level,32929.0
2023-06-01,UK,Aged 16 and over,Employment_level,32957.0
2023-07-01,UK,Aged 16 and over,Employment_level,32972.0
2023-08-01,UK,Aged 16 and over,Employment_level,32984.0
1992-05-01,UK,Aged 16 and over,Employment_rate (%),0.0
1992-06-01,UK,Aged 16 and over,Employment_rate (%),0.0
1992-07-01,UK,Aged 16 and over,Employment_rate (%),0.0
1992-08-01,UK,Aged 16 and over,Employment_rate (%),0.0
1992-09-01,UK,Aged 16 and over,Employment_rate (%),0.0
1992-10-01,UK,Aged 16 and over,Employment_rate (%),0.0
1992-11-01,UK,Aged 16 and over,Employment_rate (%),0.0
1992-12-01,UK,Aged 16 and over,Employment_rate (%),0.0
1993-01-01,UK,Aged 16 and over,Employment_rate (%),0.0
1993-02-01,UK,Aged 16 and over,Employment_rate (%),0.0
1993-03-01,UK,Aged 16 and over,Employment_rate (%),0.0
1993-04-01,UK,Aged 16 and over,Employment_rate (%),0.0
1993-05-01,UK,Aged 16 and over,Employment_rate (%),0.0
1993-06-01,UK,Aged 16 and over,Employment_rate (%),0.0
1993-07-01,UK,Aged 16 and over,Employment_rate (%),0.0
1993-08-01,UK,Aged 16 and over,Employment_rate (%),0.0
1993-09-01,UK,Aged 16 and over,Employment_rate (%),0.0
1993-10-01,UK,Aged 16 and over,Employment_rate (%),0.0
1993-11-01,UK,Aged 16 and over,Employment_rate (%),0.0
1993-12-01,UK,Aged 16 and over,Employment_rate (%),0.0
1994-01-01,UK,Aged 16 and over,Employment_rate (%),0.0
1994-02-01,UK,Aged 16 and over,Employment_rate (%),0.0
1994-03-01,UK,Aged 16 and over,Employment_rate (%),0.0
1994-04-01,UK,Aged 16 and over,Employment_rate (%),0.0
1994-05-01,UK,Aged 16 and over,Employment_rate (%),0.0
1994-06-01,UK,Aged 16 and over,Employment_rate (%),0.0
1994-07-01,UK,Aged 16 and over,Employment_rate (%),0.0
1994-08-01,UK,Aged 16 and over,Employment_rate (%),0.0
1994-09-01,UK,Aged 16 and over,Employment_rate (%),0.0
1994-10-01,UK,Aged 16 and over,Employment_rate (%),0.0
1994-11-01,UK,Aged 16 and over,Employment_rate (%),0.0
1994-12-01,UK,Aged 16 and over,Employment_rate (%),0.0
1995-01-01,UK,Aged 16 and over,Employment_rate (%),0.0
1995-02-01,UK,Aged 16 and over,Employment_rate (%),0.0
1995-03-01,UK,Aged 16 and over,Employment_rate (%),0.0
1995-04-01,UK,Aged 16 and over,Employment_rate (%),0.0
1995-05-01,UK,Aged 16 and over,Employment_rate (%),0.0
1995-06-01,UK,Aged 16 and over,Employment_rate (%),0.0
1995-07-01,UK,Aged 16 and over,Employment_rate (%),0.0
1995-08-01,UK,Aged 16 and over,Employment_rate (%),0.0
1995-09-01,UK,Aged 16 and over,Employment_rate (%),0.0
1995-10-01,UK,Aged 16 and over,Employment_rate (%),0.0
1995-11-01,UK,Aged 16 and over,Employment_rate (%),0.0
1995-12-01,UK,Aged 16 and over,Employment_rate (%),0.0
1996-01-01,UK,Aged 16 and over,Employment_rate (%),0.0
1996-02-01,UK,Aged 16 and over,Employment_rate (%),0.0
1996-03-01,UK,Aged 16 and over,Employment_rate (%),0.0
1996-04-01,UK,Aged 16 and over,Employment_rate (%),0.0
1996-05-01,UK,Aged 16 and over,Employment_rate (%),0.0
1996-06-01,UK,Aged 16 and over,Employment_rate (%),0.0
1996-07-01,UK,Aged 16 and over,Employment_rate (%),0.0
1996-08-01,UK,Aged 16 and over,Employment_rate (%),0.0
1996-09-01,UK,Aged 16 and over,Employment_rate (%),0.0
1996-10-01,UK,Aged 16 and over,Employment_rate (%),0.0
1996-11-01,UK,Aged 16 and over,Employment_rate (%),0.0
1996-12-01,UK,Aged 16 and over,Employment_rate (%),0.0
1997-01-01,UK,Aged 16 and over,Employment_rate (%),0.0
1997-02-01,UK,Aged 16 and over,Employment_rate (%),0.0
1997-03-01,UK,Aged 16 and over,Employment_rate (%),0.0
1997-04-01,UK,Aged 16 and over,Employment_rate (%),0.0
1997-05-01,UK,Aged 16 and over,Employment_rate (%),0.0
1997-06-01,UK,Aged 16 and over,Employment_rate (%),0.0
1997-07-01,UK,Aged 16 and over,Employment_rate (%),0.0
1997-08-01,UK,Aged 16 and over,Employment_rate (%),0.0
1997-09-01,UK,Aged 16 and over,Employment_rate (%),0.0
1997-10-01,UK,Aged 16 and over,Employment_rate (%),0.0
1997-11-01,UK,Aged 16 and over,Employment_rate (%),0.0
1997-12-01,UK,Aged 16 and over,Employment_rate (%),0.0
1998-01-01,UK,Aged 16 and over,Employment_rate (%),0.0
1998-02-01,UK,Aged 16 and over,Employment_rate (%),0.0
1998-03-01,UK,Aged 16 and over,Employment_rate (%),0.0
1998-04-01,UK,Aged 16 and over,Employment_rate (%),0.0
1998-05-01,UK,Aged 16 and over,Employment_rate (%),0.0
1998-06-01,UK,Aged 16 and over,Employment_rate (%),0.0
1998-07-01,UK,Aged 16 and over,Employment_rate (%),0.0
1998-08-01,UK,Aged 16 and over,Employment_rate (%),0.0
1998-09-01,UK,Aged 16 and over,Employment_rate (%),0.0
1998-10-01,UK,Aged 16 and over,Employment_rate (%),0.0
1998-11-01,UK,Aged 16 and over,Employment_rate (%),0.0
1998-12-01,UK,Aged 16 and over,Employment_rate (%),0.0
1999-01-01,UK,Aged 16 and over,Employment_rate (%),0.0
1999-02-01,UK,Aged 16 and over,Employment_rate (%),0.0
1999-03-01,UK,Aged 16 and over,Employment_rate (%),0.0
1999-04-01,UK,Aged 16 and over,Employment_rate (%),0.0
